id;name;occupation;contained_in_original_file;area
157.0;Долинина Ирина Николаевна;журналистка «Важных историй»;yes;журналист
158.0;Шлейнов Роман Юрьевич;журналист «Важных историй»;yes;журналист
159.0;Анин Роман Александрович;главный редактор «Важных историй»;yes;Главный редактор
160.0;Великовский Дмитрий Александрович;журналист «Важных историй»;yes;журналист
161.0;Каткова Вероника Вячеславовна;координатор движения «Голос»;yes;Координатор движения
162.0;Карезина Инна Павловна;координатор движения «Голос»;yes;Координатор движения
163.0;Кузьмина Людмила Гавриловна;координатор движения «Голос»;yes;Координатор движения
164.0;Костылева Полина Владимировна;координатор движения «Голос»;yes;Координатор движения
165.0;Лютов Александр Иванович;координатор движения «Голос»;yes;Координатор движения
166.0;Жилкин Владимир Владимирович;координатор движения «Голос»;yes;Координатор движения
167.0;Жилинский Владимир Александрович;координатор движения «Голос»;yes;Координатор движения
168.0;Тихонов Михаил Сергеевич;координатор движения «Голос»;yes;Координатор движения
169.0;Пискунов Сергей Евгеньевич;координатор движения «Голос»;yes;Координатор движения
170.0;Ковин Виталий Сергеевич;член совета «Голос»;yes;Член совета
171.0;Кильтау Екатерина Викторовна;координатор движения «Голос»;yes;Координатор движения
172.0;Любарев Аркадий Ефимович;член совета «Голос»;yes;Член совета
173.0;Гурман Юрий Альбертович;член совета «Голос»;yes;Член совета
174.0;Грезев Александр Викторович;координатор движения «Голос»;yes;Координатор движения
175.0;Важенков Артём Валерьевич;координатор движения «Голос»;yes;Координатор движения
176.0;Иванова София Юрьевна;член совета «Голос»;yes;Член совета
177.0;Пигалкин Илья Валерьевич;координатор движения «Голос»;yes;Координатор движения
178.0;Петров Алексей Викторович;координатор движения «Голос»;yes;Координатор движения
179.0;Егоров Владимир Владимирович;координатор движения «Голос»;yes;Координатор движения
180.0;Гусев Андрей Юрьевич;координатор движения «Голос»;yes;Координатор движения
181.0;Смирнов Сергей Сергеевич;главный редактор «Медиазоны»;yes;Главный редактор
182.0;Верзилов Пётр Юрьевич;издатель «Медиазоны»;yes;Издатель
183.0;Вольтская Татьяна Анатольевна;журналистка Радио «Свобода»;yes;журналист
184.0;Клепиковская Екатерина Дмитриевна;журналистка Радио «Свобода»;yes;журналист
185.0;Сотников Даниил Владимирович;журналист «Дождя»;yes;журналист
186.0;Захаров Андрей Вячеславович;журналист Би-би-си;yes;журналист
187.0;Симонов Евгений Алексеевич;журналист Радио «Свобода»;yes;журналист
188.0;Сурначева Елизавета Дмитриевна;журналистка «Настоящего времени»;yes;журналист
189.0;Соловьёва Елена Анатольевна;журналистка «Новой газеты»;yes;журналист
190.0;Арапова Галина Юрьевна;директор «Центра защиты прав СМИ»;yes;Директор
191.0;Перл Роман Александрович;журналист «Настоящего времени»;yes;журналист
192.0;Заговора Максим Александрович;адвокат, сотрудник «Команды 29»;yes;Адвокат
193.0;Ветошкина Валерия Валерьевна;адвокат, сотрудница «Команды 29»;yes;Адвокат
194.0;Павлов Иван Юрьевич;адвокат, руководитель «Команды 29»;yes;Адвокат
195.0;Скворцова Елена Сергеевна;адвокат, сотрудница «Команды 29»;yes;Адвокат
196.0;Оленичев Максим Владимирович;адвокат, сотрудник «Команды 29»;yes;Адвокат
197.0;Кочетков Игорь Викторович;сооснователь «Российской ЛГБТ-сети»;yes;Сооснователь
198.0;Еланчик Олег Александрович;главный редактор «Sota.Vision»;yes;Главный редактор
199.0;Григорьева Алина Александровна;журналистка «Idel.Реалии»;yes;журналист
200.0;Григорьев Андрей Валерьевич;журналист «Idel.Реалии»;yes;журналист
201.0;Гималова Регина Эмилевна;журналистка «Idel.Реалии»;yes;журналист
202.0;Хисамова Регина Фаритовна;журналистка «Idel.Реалии»;yes;журналист
203.0;Гельман Марат Александрович;публицист, галерист;yes;Публицист, галерист
204.0;Шендерович Виктор Анатольевич;публицист;yes;Публицист
205.0;Беляев Иван Михайлович;журналист Радио «Свобода»;yes;журналист
206.0;Владыкина Елена Сергеевна;журналистка Радио «Свобода»;yes;журналист
207.0;Бекбулатова Таисия Львовна;главный редактор «Холода»;yes;Главный редактор
208.0;Толоконникова Надежда Андреевна;активистка «Pussy Riot»;yes;Активист
209.0;Никульшина Вероника Юрьевна;активистка «Pussy Riot»;yes;Активист
210.0;Алексеев Андрей Викторович;кинопрокатчик;yes;Кинопрокатчик
211.0;Агеева (Айнбиндер) Александра Александровна;учредитель интернет-издания Sota.Vision;yes;Учредитель
212.0;Голубева Анна Львовна;руководительница центра «Ресурс ЛГБТКИА Москва»;yes;Руководитель
213.0;Константинова Алла Михайловна;корреспондентка «Медиазоны»;yes;Корреспондент
214.0;Борзунова Мария Михайловна;журналистка «Дождя»;yes;журналист
215.0;Мурадов Мурад Абдулгалимович;журналист еженедельника «Новое дело»;yes;журналист
216.0;Малкова Ирина Владимировна;главный редактор интернет-издания «The Bell»;yes;Главный редактор
217.0;Осетинская Елизавета Николаевна;журналистка, основательница интернет-издания «The Bell»;yes;журналист, основатель издания
218.0;Понасенков Евгений Николаевич;историк, публицист, видеоблогер;yes;Историк, публицист, блогер
219.0;Воробьёв Виктор Викторович;оппозиционный политик, депутат Государственного Совета Республики Коми VII созыва;yes;Политик, депутат
220.0;Дрёмин Иван Тимофеевич;рэп-исполнитель, певец;yes;Исполнитель, певец
221.0;Борухович (Тумакова) Ирина Григорьевна;журналистка интернет-издания «Новая газета»;yes;журналист
222.0;Фейгин Марк Захарович;политический деятель, журналист;yes;Политический деятель, журналист
223.0;Маяковская Екатерина Алексеевна;журналистка, волонтёр движения «Голос»;yes;журналист, волонтер
224.0;Филимонов Андрей Викторович;журналист Радио «Свобода», Сибирь.Реалии;yes;журналист
225.0;Дубровский Дмитрий Викторович;гражданский активист, исследователь, эксперт;yes;Активист, исследователь, эксперт
226.0;Дзугкоева Регина Николаевна;руководительница движения «Маяк»;yes;Руководитель
227.0;Шаинян Карен Багратович;ЛГБТ-видеоблогер;yes;блогер
228.0;Шульман Екатерина Михайловна;политолог, публицист;yes;Политолог, публицист
229.0;Сабунаева Мария Леонидовна;ЛГБТ-психолог, писательница;yes;психолог, писатель
230.0;Семёнов Алексей Владимирович;писатель, бывший обозреватель «Псковской губернии»;yes;Писатель
231.0;Дудь Юрий Александрович;видеоблогер, журналист;yes;блогер, журналист
232.0;Кругликов Кирилл Игоревич;журналист интернет-издания «Такие дела»;yes;журналист
233.0;Доброхотов Роман Александрович;главный редактор «The Insider»;yes;Главный редактор
234.0;Ёлкин Сергей Владимирович;художник-карикатурист;yes;Художник
235.0;Вахштайн Виктор Семёнович;социолог, главный редактор журнала «Социология власти»;yes;Социолог
236.0;Сироткин Ярослав Николаевич;гражданский и ЛГБТ-активист, член ЛГБТ-движения «Каллисто»;yes;Активист, член ЛГБТ-движения
237.0;Пархоменко Сергей Борисович;журналист;yes;журналист
238.0;Асафьев Артур Валерьевич;журналист Радио «Свобода»;yes;журналист
239.0;Невзоров Александр Глебович;журналист;yes;журналист
240.0;Лушникова Екатерина Евгеньевна;журналист Радио «Свобода»;yes;журналист
241.0;Венедиктов Алексей Алексеевич;главный редактор «Эхо Москвы»;yes;Главный редактор
242.0;Воронов Владимир Владимирович;журналист Радио «Свобода»;yes;журналист
243.0;Милов Владимир Станиславович;политик, экономист;yes;Политик, экономист
244.0;Кагарлицкий Борис Юльевич;социолог, публицист;yes;Социолог, публицист
245.0;Гозман Леонид Яковлевич;психолог, активист;yes;Психолог, активист
246.0;Соболь Любовь Эдуардовна;политик;yes;Политик
247.0;Климарев Михаил Валерьевич;IT-эксперт, активист;yes;IT-эксперт, активист
248.0;Баранова Наталья Владимировна;контент-директор «Теплицы социальных технологий»;yes;контент-директор
249.0;Константинов Денис Владимирович;главный редактор «Орловских новостей»;yes;Главный редактор
250.0;Соколов Михаил Владимирович;журналист Радио «Свобода», историк, радиоведущий, политический обозреватель;yes;журналист, историк, ведущий, политический обозреватель
251.0;Пивоваров Алексей Владимирович;журналист, блогер;yes;журналист, блогер
252.0;Цветкова Юлия Владимировна;художница, активистка;yes;Художник, активист
253.0;Кашин Олег Владимирович;политический журналист, публицист, обозреватель и писатель;yes;журналист, публицист, обозреватель, писатель
254.0;Петров Николай Владимирович;политолог, политгеограф;yes;Политолог, политгеограф
255.0;Данилович Ирина Брониславовна;активистка;yes;Активист
256.0;Алешковский Дмитрий Петрович;общественный деятель, журналист;yes;Общественный деятель, журналист
257.0;Быков Дмитрий Львович;писатель, публицист;yes;Писатель, публицист
258.0;Альбац Евгения Марковна;журналистка;yes;журналист
259.0;Федоров Кирилл Владимирович;психолог, правозащитник;yes;Психолог, правозащитник
260.0;Мартынов Кирилл Константинович;главный редактор «Новой газеты. Европа», публицист;yes;Главный редактор, публицист
261.0;Лойко Сергей Леонидович;журналист;yes;журналист
262.0;Галямина Юлия Евгеньевна;политик;yes;Политик
263.0;Шац Михаил Григорьевич;шоумен, телеведущий;yes;Шоумен, ведущий
264.0;Медведев Сергей Александрович;политолог;yes;Политолог
265.0;Соловей Валерий Дмитриевич;историк, политолог;yes;Историк, политолог
266.0;Шукаева Елена Викторовна;журналистка Радио «Свобода»;yes;журналист
267.0;Афанасьев Андрей Андреевич;журналист Радио «Свобода» и Sotaproject;yes;Журналист
268.0;Ясавеев Искэндэр Габдрахманович;социолог, колумнист «Idel.Реалии», активист;yes;Социолог, колумнист, активист
269.0;Балтатарова Евгения Семеновна;журналистка, общественный деятель;yes;Журналист, общественный деятель
270.0;Глуховский Дмитрий Алексеевич;писатель;yes;Писатель
271.0;Жадаев Иван Алексеевич;журналист, бывший редактор «МБХ-Медиа»;yes;Журналист, редактор
272.0;Харатьян Кирилл Евгеньевич;журналист, преподаватель РАНХиГС;yes;Журналист, преподаватель
273.0;Рувинский Владимир Владимирович;журналист, бывший главный редактор сайта «Эха Москвы»;yes;Журналист, главный редактор
274.0;Куцылло Вероника Иосифовна;журналист, бывший главный редактор «МБХ медиа»;yes;Журналист, главный редактор
275.0;Долин Антон Владимирович;кинокритик;yes;Кинокритик
276.0;Телегина Наталия Геннадьевна;журналистка;yes;журналист
277.0;Зыгарь Михаил Викторович;писатель, журналист;yes;Писатель, журналист
278.0;Докучаев Алексей Алексеевич;основатель издательства Individuum;yes;Основатель издательства
279.0;Баев Андрей Сергеевич;директор сервиса Bookmate;yes;Директор
280.0;Биккинин Ирек Дамирович;журналист, общественный деятель;yes;Журналист, общественный деятель
281.0;Колезев Дмитрий Евгеньевич;журналист, главред «Republic»;yes;Журналист, главный редактор
282.0;Барабашова Любовь Григорьевна;журналистка «Радио Свобода», «Сибирь. Реалии»;yes;журналист
283.0;Киселёв Евгений Алексеевич;журналист;yes;Журналист
284.0;Ганапольский Матвей Юрьевич;журналист;yes;Журналист
285.0;Волков Леонид Михайлович;политик;yes;Политик
286.0;Кара-Мурза Владимир Владимирович;политик;yes;Политик
287.0;Моргенштерн Алишер Тагирович;рэп-, поп- и рок-исполнитель, музыкант, шоумен;yes;Исполнитель, музыкант, шоумен
288.0;Ходорковский Михаил Борисович;общественный и политический деятель, предприниматель;yes;Общественный деятель, Политический деятель, предприниматель
289.0;Каспаров Гарри Кимович;политик, шахматист;yes;Политик, шахматист
290.0;Чичваркин Евгений Александрович;предприниматель;yes;Предприниматель
291.0;Шаведдинов Руслан Табризович;политический и общественный деятель;yes;Политический деятель, общественный деятель
292.0;Яшин Илья Валерьевич;политик, общественный деятель;yes;Политик, общественный деятель
293.0;Кац Максим Евгеньевич;блогер, политик, общественный деятель;yes;Блогер, Политик, общественный деятель
294.0;Белоцерковская Вероника Борисовна;журналист, блогер;yes;журналист, блогер
295.0;Лазарева Татьяна Юрьевна;актриса, телеведущая, общественный деятель;yes;Актер, ведущий, общественный деятель, 
296.0;Гордон Дмитрий Ильич;журналист;yes;Журналист
297.0;Гордеева Катерина Владимировна;журналистка;yes;журналист
298.0;Жданов Иван Юрьевич;общественный деятель, юрист;yes;Общественный деятель, юрист
299.0;Зимин Борис Дмитриевич;общественный деятель, предприниматель;yes;Общественный деятель, предприниматель
300.0;Макаревич Андрей Вадимович;певец;yes;Певец
301.0;Крашенинников Фёдор Геннадиевич;политолог;yes;Политолог
302.0;Латынина Юлия Леонидовна;журналистка, публицист;yes;журналист, публицист
303.0;Эйдельман Тамара Натановна;историк, блогер;yes;Историк, блогер
304.0;Наки Майкл Сидней;блогер, журналист;yes;Блогер, журналист
305.0;Галкин Максим Александрович;артист;yes;Артист
306.0;Иванов Дмитрий Сергеевич;блогер;yes;Блогер
307.0;Кушнарь Александр Александрович;журналист;yes;Журналист
308.0;Кен Даниил Олегович;глава профсоюза «Альянс учителей»;yes;Глава профсоюза
309.0;Цимбалюк Роман Владимирович;журналист;yes;Журналист
310.0;Литвин Богдан Геннадьевич;активист, координатор движения «Весна»;yes;Активист, координатор движения
311.0;Мартыненко Тимофей Сергеевич;активист движения «Весна»;yes;Активист
312.0;Фёдоров Мирон Янович;рэп-исполнитель;yes;Исполнитель
313.0;Сторожева Ирина Владимировна;журналистка, активистка;yes;журналист, активист
314.0;Попова Алёна Владимировна;активистка, общественный деятель;yes;активист, общественный деятель
315.0;Низовцев Дмитрий Александрович;ведущий ютьюб-канала команды Навального «Популярная политика»;yes;Ведущий
316.0;Ярмыш Кира Александровна;общественный деятель, пресс-секретарь Алексея Навального;yes;Общественный деятель
317.0;Дзядко Тихон Викторович;журналист, главный редактор телеканала «Дождь»;yes;Журналист, главный редактор
318.0;Габбасов Руслан Салаватович;башкирский национальный и политический деятель, экоактивист;yes;Политический деятель, экоактивист
319.0;Кочкин Семён Александрович;юрист, правозащитник, экс-координатор Чебоксарского штаба Навального;yes;Юрист, правозащитник, координатор
320.0;Шуманов Илья Вячеславович;глава «Трансперенси Интернешнл — Россия»;yes;Глава
321.0;Пономарёв Илья Владимирович;политический деятель;yes;Политический деятель
322.0;Роднянский Александр Ефимович;режиссёр, продюсер;yes;Режиссер, продюсер
323.0;Шадрина (Фельгенгауэр) Татьяна Владимировна;журналистка, ведущая радио- и ютуб-программ;yes;Журналист, ведущий
324.0;Босов Катерина Евгеньевна;вдова бизнесмена Дмитрия Босова;yes;
325.0;Плющев Александр Владимирович;журналист, ведущий радио- и ютуб-программ;yes;Журналист, ведущий
326.0;Котрикадзе Екатерина Бесикиевна;журналистка, ведущая радио- и ютуб-программ;yes;Журналист, ведущий
327.0;Беньяш Михаил Михайлович;адвокат;yes;Адвокат
328.0;Синдеева Наталья Владимировна;журналистка, ведущая радио- и ютуб-программ;yes;Журналист, ведущий
329.0;Березовец Тарас Валерьевич;журналист, ведущий радио- и ютуб-программ;yes;Журналист, ведущий
330.0;Яковина Иван Викторович;журналист, политический обозреватель;yes;Журналист, политический обозреватель
331.0;Роменский Владимир Андреевич;журналист, ведущий радио- и ютуб-программ;yes;Журналист, ведущий
332.0;Карпук (Левиев) Руслан Леонидович;сооснователь Conflict Intelligence Team;yes;Сооснователь
333.0;Мальцев Вячеслав Вячеславович;видеоблогер;yes;Блогер
334.0;Шихман Ирина Юрьевна;журналистка, видеоблоггер;yes;журналист, блогер
335.0;Алексеев Иван Александрович;музыкант, рэп-рок-исполнитель;yes;Музыкант, исполнитель
336.0;Заякин Андрей Викторович;общественный деятель, журналист, сооснователь «Диссернет»;yes;Общественный деятель, журналист, сооснователь
337.0;Усанова Олимпиада Валентиновна;правозащитница;yes;правозащитник
338.0;Светов Михаил Владимирович;блогер, основатель SVTV News;yes;Блогер, основатель
339.0;Телин Фёдор Алексеевич;бывший волонтёр штаба Навального в Уфе;yes;Волонтер
340.0;Ковин Виталий Сергеевич;координатор движения наблюдателей «Голос»;yes;Координатор движения
341.0;Новиков Илья Сергеевич;адвокат;yes;Адвокат
342.0;Монгайт Анна Викторовна;журналистка, телеведущая, продюсер;yes;Журналист, ведущий, продюсер
343.0;Ройзман Евгений Вадимович;политик, общественный деятель;yes;Политик, общественный деятель
344.0;Гармажапова Александра Цыреновна;глава антивоенного фонда «Свободная Бурятия»;yes;
345.0;Общероссийское общественное движение в защиту прав избирателей «Голос»;;no;
346.0;Медиапроект «ОВД-Инфо»;;no;
347.0;Межрегиональное общественное движение «Российская ЛГБТ-сеть»;;no;
348.0;Дальневосточное общественное движение «Маяк»;;no;
349.0;Санкт-Петербургская ЛГБТ-инициативная группа «Выход»;;no;
350.0;Инициативная группа ЛГБТ+ «Реверс»;;no;
351.0;Московский комьюнити-центр для ЛГБТ+ инициатив;;no;
352.0;Комитет против пыток;;no;
353.0;«Ресурсный центр для ЛГБТ»;;no;
354.0;Движение «Весна»;;no;
355.0;Транс-инициативная группа «Т-Действие»;;no;
